file_id,audio_relative_path,feature_relative_path,audio_sha256,feature_sha256,mel_bins,frames,feature_config_sha256
datasec:DATASEC/Bells/Bells-0001.wav,DATASEC/Bells/Bells-0001.wav,DATASEC/Bells/Bells-0001.npy,7c5dd277028dffff2cbe76a6b6093e10c5f88bab038fe51acc82194d765c7a5c,02898f17a5b9258652f9a551b1fd82f072d1e5b0b1726efdf09e9184db39cc6b,64,2384,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0002.wav,DATASEC/Bells/Bells-0002.wav,DATASEC/Bells/Bells-0002.npy,782ca31eff4493e3b8a041d6756e2fb7624c8657f2ab3eee1c581c1fbc81aff2,e96a7907a75155632b44abad91c142607341cd41fbfeb8d5bb5704a4fda9ce19,64,5030,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0003.wav,DATASEC/Bells/Bells-0003.wav,DATASEC/Bells/Bells-0003.npy,c41655e15d3da78398f013fcc7c5ffa1d280a5574f102274513c98baab933d9d,aaf2e131152bfcaa7f2b0de799c1903b1939e279806751839a4d31b983fb906c,64,5247,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0004.wav,DATASEC/Bells/Bells-0004.wav,DATASEC/Bells/Bells-0004.npy,3c25d0e70038da26c0740ec7263e320418ea312251f219d9d5e78460accb23d3,a8d0cf7ee1c8bf2097d5bee24efff43601cac7d5cc6e13a5da090d845ce0ce0e,64,2533,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0005.wav,DATASEC/Bells/Bells-0005.wav,DATASEC/Bells/Bells-0005.npy,d01245f862927c235d6c8bd71e24a597063f65cea4e77e339e9f25ba46a033d0,fad85d19bba69728ffcfd4f9d4801b4468a7df55ee6770780f4eba7b5a9b71f8,64,3097,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0006.wav,DATASEC/Bells/Bells-0006.wav,DATASEC/Bells/Bells-0006.npy,7248313b059cb9ac35ba210483fba7eb469129d46983adac966e9a13a7c57750,f2cb88f2f71c76570d6bd72bb9fa0ae63525b62f75d483beaa906375681726a8,64,2909,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0007.wav,DATASEC/Bells/Bells-0007.wav,DATASEC/Bells/Bells-0007.npy,082b299bd3f6a85d8ce288af4293a3300498c9cb21d989d631f375523501f534,9dbe8c8fe076c0586f57632056fa8685ec47e663352919ca9070a79699aae3fb,64,5315,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0008.wav,DATASEC/Bells/Bells-0008.wav,DATASEC/Bells/Bells-0008.npy,9cafe35a1da15b0778426a00df7d750c763c6fb8681560148ec443e0f2e50533,72bf95927c38520a2e62d5d8f52502b9964716e28515b3404285e1d904024b09,64,4294,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0009.wav,DATASEC/Bells/Bells-0009.wav,DATASEC/Bells/Bells-0009.npy,12e61251896213c574ba43a4602f59ccc5983dac338314fb1d35f0f125e86630,bdf8d13f1246952bfcfb84fc359a064a8401459b7f63b0dc33561060b601e776,64,3949,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0010.wav,DATASEC/Bells/Bells-0010.wav,DATASEC/Bells/Bells-0010.npy,159c0bcf82fbd0306d09dcebc832c7270bb41f838cb6bd3a998cc0f55e8456d9,1a285af1b3abacf3617ee6860a626dcd5da379e0f4405821c47157f15f48a7e1,64,1577,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0011.wav,DATASEC/Bells/Bells-0011.wav,DATASEC/Bells/Bells-0011.npy,d5c16ccbf8ad60027d9e676fab1490f1feb6737f696f338c48523ae5f1371439,2c5a825d215c783e9fdc79c50b59a3fa2f0d7854e04e1f1005b70ba15ad8dc0d,64,3233,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0012.wav,DATASEC/Bells/Bells-0012.wav,DATASEC/Bells/Bells-0012.npy,228129826e537e80db8cc44e36f41eeee5988f4dbbcc1ea1f43a88fc309441a3,1f6f206430fac734330352afe0f0fa6786197d0e3bd7c2f0d4b5f29e6bacf6cb,64,5046,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0013.wav,DATASEC/Bells/Bells-0013.wav,DATASEC/Bells/Bells-0013.npy,0cc79a857cc7cd7274cbc63c4bd0f2df8d2e2a0c5475e55919b59cfce0f52c2a,25c83cb1c5ae61c430df1c14c8a85a2922d4e30c627ff8bf7d9e76745fe7fef1,64,5059,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0014.wav,DATASEC/Bells/Bells-0014.wav,DATASEC/Bells/Bells-0014.npy,5d46e0048f6374e007d30efda593c30e9b3119e3d30d55a326f48a3dbb1e05fe,5e5ddb58b6fe8b9f39ac46c5e5e39c47745a92716b3b0b946cf1d0800f4d7f17,64,3782,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0015.wav,DATASEC/Bells/Bells-0015.wav,DATASEC/Bells/Bells-0015.npy,52696d1137d336bce983fe84169bd911e511609c1d6a92264a8fc098918a4e8d,d79b88b50b135ea202433b69a9406d4944dea8983fed289f42cc0f488367a5fe,64,4061,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
datasec:DATASEC/Bells/Bells-0016.wav,DATASEC/Bells/Bells-0016.wav,DATASEC/Bells/Bells-0016.npy,b39d27618e03a0a76e219c67240c198041dcb56a5ebe0f277ca7b4b5f7d50733,b98a79aa07248f8d929d62f429c63aa7c8603fb4904b22e3728760d587dfc3ed,64,3380,bbf5188fb61e44e59fba46cebd26aab9371508748b9185ae1d3222c9cbaabffa
